step,car_index,x,y,speed,speed_kph,distance_travelled,total_reward,lap_count,next_goal_idx,progress_delta,checkpoints_reached,checkpoint_streak,heading_error_norm,goal_distance_norm,lateral_offset_norm,no_progress_steps,reverse_speed_steps,reverse_progress_events,heading_away_steps,wall_hugging_steps,done,collided,terminated_reason
1,0,1510.0824173086592,875.3586225400337,0.04649085328996209,0.1673670718438635,0.0006103515625,0.0024058008566498756,0,1,0,0,0,-0.02071554643340758,-0.8608251209066703,-0.2975537200175222,1,0,0,0,0,False,False,
1,1,1506.4788190271886,868.7776056881249,0.02337302800428938,0.08414290081544176,0.0003662109375,0.00214421097189188,0,1,0,0,0,-0.03514752349952598,-0.8704380278503273,-0.9133834003222006,1,0,0,0,0,False,False,
1,2,1504.0459852540182,860.87550647278,0.0,0.0,0.0,-0.001392123638652265,0,1,0,0,0,0.18531981358975586,-0.8736779209069417,0.03407164589994638,1,0,0,0,0,False,False,
1,3,1493.4506891167525,865.162278108772,0.04773878565797726,0.17185962836871815,0.0006133957067504525,0.0009072385728359222,0,1,0,0,0,0.10427623883177356,-0.9037224304830864,-0.4282494174421241,1,0,0,0,0,False,False,
1,4,1502.4623092439363,870.5698539155364,0.02347167267499982,0.08449802162999935,0.0003662109375,0.0019891399424523115,0,1,0,0,0,-0.04427170305151233,-0.8813725976605485,-0.8717289828360537,1,0,0,0,0,False,False,
1,5,1509.1117767860592,861.5445355077268,0.023723288066442787,0.08540383703919403,0.000244140625,0.0003601530916057527,0,1,0,0,0,0.12919001769552224,-0.8608793561421046,-0.04614896627207443,1,0,0,0,0,False,False,
1,6,1505.8354173983266,875.0734007476759,0.047867401029159845,0.17232264370497544,0.0006133957067504525,0.001695524901151657,0,1,0,0,0,-0.0657929420624618,-0.8721757833414148,-0.3317510307892657,1,0,0,0,0,False,False,
1,7,1498.7533774030042,871.9155004360326,0.0477003818822081,0.17172137477594915,0.0006133957067504525,0.0023865224793553352,0,1,0,0,0,-0.03010936967116575,-0.8913239852931975,-0.7265016409042244,1,0,0,0,0,False,False,
2,0,1510.0812060386452,875.3585839395266,0.09311768599933143,0.33522366959759314,0.001832579611800611,0.004993199370801449,0,1,0,0,0,-0.020716402690890354,-0.8608283798416926,-0.29756103808102996,2,0,0,0,0,False,False,
2,1,1506.4782160869336,868.7776793582196,0.04667270052841459,0.16802172190229253,0.000858292100019753,0.004450445994734764,0,1,0,0,0,-0.03514759581515092,-0.8704393378615723,-0.9133907183857084,2,0,0,0,0,False,False,
2,2,1504.0459852540182,860.87550647278,0.0,0.0,0.0,-0.0028702470008283854,0,1,0,0,0,0.18531981358975586,-0.8736779209069417,0.03407164589994638,2,0,0,0,0,False,False,
2,3,1493.4494498981871,865.1623112571473,0.09525198325998664,0.34290713973595194,0.0018340988317504525,0.0018349665915593505,0,1,0,0,0,0.10428018822740846,-0.9037256267773004,-0.42824209937861635,2,0,0,0,0,False,False,
2,4,1502.4617024299425,870.5699158399543,0.04686795836664568,0.16872465011992446,0.0009886499028652906,0.004112269729375839,0,1,0,0,0,-0.04427291522953441,-0.8813742348883554,-0.8717143467090382,2,0,0,0,0,False,False,
2,5,1509.1111614959186,861.5445347974082,0.04727712310468651,0.17019764317687142,0.0008544921875,0.000757537898607552,0,1,0,0,0,0.12919135408583063,-0.860880950725206,-0.04614896627207443,2,0,0,0,0,False,False,
2,6,1505.834175494873,875.0734494371443,0.09549753140080643,0.34379111304290316,0.0018340988317504525,0.0033928235061466694,0,1,0,0,0,-0.06579391688493515,-0.8721790318514666,-0.3317510307892657,2,0,0,0,0,False,False,
2,7,1498.7521393062032,871.9155616084284,0.09524777714223774,0.34289199771205586,0.0018356237560510635,0.004810345359146595,0,1,0,0,0,-0.030110159951188584,-0.8913272408317909,-0.7265016409042244,2,0,0,0,0,False,False,
3,0,1510.0793894626652,875.3585260524995,0.13965122565321775,0.502744412351584,0.003664651419967413,0.02262921631336212,0,1,0,0,0,-0.020718234139846775,-0.8608332630070086,-0.2975683561445377,0,0,0,0,0,False,False,
3,1,1506.4773127525998,868.7777897310817,0.06992574797749863,0.25173269271899507,0.001842454425059259,0.006772344466298819,0,1,0,0,0,-0.0351477853309834,-0.8704419578839284,-0.9134053545127239,3,0,0,0,0,False,False,
3,2,1504.0459852540182,860.87550647278,0.0,0.0,0.0,-0.004258076194673777,0,1,0,0,0,0.18531981358975586,-0.8736779209069417,0.03407164589994638,3,0,0,0,0,False,False,
3,3,1493.4475937749376,865.1623609081137,0.1426700886560722,0.5136123191618599,0.003666170407086611,0.01779634691774845,0,1,0,0,0,0.10428498981724141,-0.9037304520386332,-0.42824209937861635,0,0,0,0,0,False,False,
3,4,1502.460793302829,870.5700086142751,0.07021744545347355,0.2527828036325048,0.0018453190568834543,0.006251532584428787,0,1,0,0,0,-0.044272925637919354,-0.8813765175887105,-0.8717070286455305,3,0,0,0,0,False,False,
3,5,1509.1102402766794,861.5445337343579,0.07078383428402531,0.2548218034224911,0.0018310546875,0.0011963780270889401,0,1,0,0,0,0.1291934338556492,-0.860883502056577,-0.04614896627207443,3,0,0,0,0,False,False,
3,6,1505.8323154222578,875.0735223618323,0.14303232743911404,0.5149163787808105,0.0037910346873104572,0.020126109942793846,0,1,0,0,0,-0.0657970538141803,-0.8721842085933862,-0.33173639466225024,0,0,0,0,0,False,False,
3,7,1498.750284392245,871.9156532560866,0.14270001174654162,0.5137200422875499,0.003789702197536826,0.022259119898080826,0,1,0,0,0,-0.030110812873903114,-0.8913324494909762,-0.7265089303815466,0,0,0,0,0,False,False,
4,0,1510.0769687919349,875.3584489216853,0.18609164170857534,0.6699299101508712,0.005984790623188019,0.040281932801008224,0,1,0,0,0,-0.020720967582169514,-0.8608394455562585,-0.2975756742080454,0,0,0,0,0,False,False,
4,1,1506.4761096252878,868.7779367322145,0.09313225536119293,0.33527611930029455,0.003076814115047455,0.009102480486035347,0,1,0,0,0,-0.03514829061160596,-0.8704452383088152,-0.9134273087032472,4,0,0,0,0,False,False,
4,2,1504.0459852540182,860.87550647278,0.0,0.0,0.0,-0.0056459056213498116,0,1,0,0,0,0.18531981358975586,-0.8736779209069417,0.03407164589994638,4,0,0,0,0,False,False,
4,3,1493.4451219822422,865.1624270296644,0.18999325014600843,0.6839757005256304,0.006230373401194811,0.03377319872379303,0,1,0,0,0,0.10429210010733053,-0.9037371950626408,-0.42822752042397205,0,0,0,0,0,False,False,
4,4,1502.4595824674457,870.570132175887,0.09352020932593169,0.3366727535733541,0.0030721104703843594,0.0083989929407835,0,1,0,0,0,-0.044273412595119216,-0.8813797815787674,-0.8716923925185149,4,0,0,0,0,False,False,
4,5,1509.109013740519,861.5445323198903,0.09424350747444764,0.3392766269080115,0.0030517578125,0.0016426939982920885,0,1,0,0,0,0.1291959489754706,-0.8608866912180375,-0.04614896627207443,4,0,0,0,0,False,False,
4,6,1505.8298384179434,875.0736194726096,0.19047196555971893,0.6856990760149881,0.006233203690499067,0.03687567263841629,0,1,0,0,0,-0.06579971202785247,-0.8721906951727482,-0.3317290765987425,0,0,0,0,0,False,False,
4,7,1498.7478138959646,871.9157753170671,0.1900572459913019,0.6842060855686868,0.006234158296138048,0.03972478583455086,0,1,0,0,0,-0.030112283241937612,-0.8913389605670549,-0.7265089303815466,0,0,0,0,0,False,False,
5,0,1510.073945235421,875.3583525912085,0.23243910343430993,0.8367807723635158,0.009038988500833511,0.05795130878686905,0,1,0,0,0,-0.020724050716169194,-0.8608475876559758,-0.297590310335061,0,0,0,0,0,False,False,
5,1,1506.4746073049805,868.7781202868742,0.11629230557396547,0.4186523000662757,0.004553057719022036,0.026440847665071487,0,1,0,0,0,-0.03514831420053813,-0.8704491683415367,-0.9134492628937704,0,0,0,0,0,False,False,
5,2,1504.0459852540182,860.87550647278,0.0,0.0,0.0,-0.007033734582364559,0,1,0,0,0,0.18531981358975586,-0.8736779209069417,0.03407164589994638,5,0,0,0,0,False,False,
5,3,1493.4420357531126,865.1625095902504,0.23722163968388277,0.853997902861978,0.00928457174450159,0.049765486270189285,0,1,0,0,0,0.10429964768108435,-0.9037452474133977,-0.4282202023604642,0,0,0,0,0,False,False,
