step,alive_cars,moving_cars,avg_current_speed,avg_distance_travelled,max_distance_travelled,avg_checkpoints_reached,max_checkpoints_reached,dominant_termination_reason,best_car_index,best_car_speed,best_car_distance,best_car_checkpoints,best_car_reward,best_car_x,best_car_y
1,8,0,0.038541413843631744,0.03854644298553467,0.05668562650680542,0.0,0,none,6,0.05668463557958603,0.05668562650680542,0,0.0018459996208548546,1505.7793987716648,875.075596955635
2,8,4,0.07644994556903839,0.1150120198726654,0.16907626390457153,0.0,0,none,6,0.11232765763998032,0.16907626390457153,0,0.018839702010154724,1505.6671573075919,875.0799965713778
3,8,4,0.11376737058162689,0.22873952984809875,0.3360741138458252,0.0,0,none,6,0.16709740459918976,0.3360741138458252,0,0.036011308431625366,1505.5001880218147,875.0865387319283
4,8,7,0.15049350261688232,0.3792250156402588,0.5570693016052246,0.0,0,none,6,0.22098605334758759,0.5570693016052246,0,0.053336165845394135,1505.2793711838794,875.0951850623909
5,8,7,0.1866299957036972,0.5659013986587524,0.8310812711715698,0.0,0,none,6,0.27399811148643494,0.8310812711715698,0,0.0708114430308342,1505.0055825090524,875.1058958521721
6,8,7,0.22217872738838196,0.7880667448043823,1.1572585105895996,0.0,0,none,6,0.32613733410835266,1.1572585105895996,0,0.08843252807855606,1504.6796938952268,875.1186302484019
7,8,7,0.2571413516998291,1.0452146530151367,1.5346205234527588,0.0,0,none,6,0.37740358710289,1.5346205234527588,0,0.10619492828845978,1504.302577329615,875.1333462320996
8,8,7,0.291520357131958,1.3367328643798828,1.9624353647232056,0.0,0,none,6,0.4277985692024231,1.9624353647232056,0,0.12409418076276779,1503.875103057842,875.1500008081257
9,8,7,0.3253198266029358,1.6620426177978516,2.439724922180176,0.0,0,none,6,0.47732463479042053,2.439724922180176,0,0.14212578535079956,1503.3981389712214,875.1685501210743
10,8,7,0.35854122042655945,2.0206048488616943,2.965754747390747,0.0,0,none,6,0.5259847044944763,2.965754747390747,0,0.1602851152420044,1502.8725500168148,875.1889495498208
11,8,7,0.39118701219558716,2.4117791652679443,3.5395493507385254,0.0,0,none,6,0.5737783908843994,3.5395493507385254,0,0.17856697738170624,1502.299201413083,875.2111533037439
12,8,7,0.4232608675956726,2.8350439071655273,4.160249710083008,0.0,0,none,6,0.6207115650177002,4.160249710083008,0,0.19696718454360962,1501.6789525295412,875.2351148475905
13,8,7,0.4547692537307739,3.2897889614105225,4.827004909515381,0.0,0,none,6,0.6667959094047546,4.827004909515381,0,0.21548034250736237,1501.0126510284624,875.260788007299
14,8,7,0.48571836948394775,3.7755064964294434,5.5390777587890625,0.0,0,none,6,0.7120346426963806,5.5390777587890625,0,0.23410165309906006,1500.301141419416,875.288126443572
15,8,7,0.5161099433898926,4.291630744934082,6.295490741729736,0.0,0,none,6,0.7564311623573303,6.295490741729736,0,0.2528257369995117,1499.5452646833523,875.3170834090158
16,8,7,0.5459467172622681,4.837580680847168,7.095511436462402,0.0,0,none,6,0.799988329410553,7.095511436462402,0,0.2716464102268219,1498.7458590247252,875.3476112155664
17,8,7,0.5752545595169067,5.412819862365723,7.938161849975586,0.0,0,none,6,0.8427200317382812,7.938161849975586,0,0.2905579209327698,1497.90374873396,875.3796631787004
18,8,7,0.6040129065513611,6.016844749450684,8.822832107543945,0.0,0,none,6,0.8846313953399658,8.822832107543945,0,0.30955442786216736,1497.0197530220385,875.4131928792368
19,8,7,0.6322323679924011,6.6490864753723145,9.748541831970215,0.0,0,none,6,0.9257295727729797,9.748541831970215,0,0.32862916588783264,1496.0946838509713,875.448154284625
20,8,7,0.6599197387695312,7.308980941772461,10.714556694030762,0.0,0,none,6,0.9660197496414185,10.714556694030762,0,0.34777548909187317,1495.1293481142873,875.4845010648693
21,8,7,0.6786788105964661,7.987674236297607,11.720145225524902,0.0,0,none,6,1.005507230758667,11.720145225524902,0,0.3669854402542114,1494.1245473178028,875.5221860230976
22,8,7,0.6970598697662354,8.68474006652832,12.764330863952637,0.0,0,none,6,1.044207215309143,12.764330863952637,0,0.38625097274780273,1493.0810678418516,875.5611636917118
23,8,7,0.7150669097900391,9.399810791015625,13.8464994430542,0.0,0,none,6,1.082126498222351,13.8464994430542,0,0.4055638611316681,1491.999689243472,875.6013893149634
24,8,7,0.7327026724815369,10.132497787475586,14.965675354003906,0.0,0,none,6,1.1192739009857178,14.965675354003906,0,0.42491447925567627,1490.8811823738274,875.6428188854002
25,8,7,0.7499699592590332,10.882471084594727,16.121368408203125,0.0,0,none,6,1.1556583642959595,16.121368408203125,0,0.44429242610931396,1489.7263091045327,875.685409144133
26,8,7,0.7668713331222534,11.649374961853027,17.312721252441406,0.0,0,none,6,1.1912890672683716,17.312721252441406,0,0.4636862277984619,1488.5358221309002,875.7291175834541
27,8,7,0.7834093570709229,12.432781219482422,18.538881301879883,0.0,0,none,6,1.2261755466461182,18.538881301879883,0,0.48308300971984863,1487.310464770905,875.7739024508363
28,8,7,0.7995861768722534,13.232321739196777,19.79911231994629,0.0,0,none,6,1.2603087425231934,19.79911231994629,0,0.5024667978286743,1486.0509889612138,875.819714192919
29,8,7,0.8153929710388184,14.047752380371094,21.092927932739258,0.0,0,none,6,1.2937227487564087,21.092927932739258,0,0.521823525428772,1484.758112767336,875.8665096467373
30,8,7,0.8308486938476562,14.878565788269043,22.419225692749023,0.0,0,none,6,1.3264143466949463,22.419225692749023,0,0.5411337018013,1483.432557572364,875.9142430368958
31,8,7,0.8459526896476746,15.724534034729004,23.77764129638672,0.0,0,none,6,1.3583927154541016,23.77764129638672,0,0.5603746771812439,1482.0750354143513,875.9628666290238
32,8,7,0.8651033639907837,16.589635848999023,25.167314529418945,0.0,0,none,6,1.3896689414978027,25.167314529418945,0,0.5795206427574158,1480.6862471381482,876.0123317578713
33,8,7,0.8843783140182495,17.47403907775879,26.587636947631836,0.0,0,none,6,1.4202522039413452,26.587636947631836,0,0.5985400676727295,1479.2668844106458,876.0625882923547
34,8,7,0.903242826461792,18.377273559570312,28.03775405883789,0.0,0,none,6,1.4501464366912842,28.03775405883789,0,0.6173943877220154,1477.8176347753608,876.1135810826892
35,8,7,0.921704888343811,19.298980712890625,29.517173767089844,0.0,0,none,6,1.4793704748153687,29.517173767089844,0,0.6360384225845337,1476.3391671282893,876.1652563874345
36,8,7,0.9397672414779663,20.238750457763672,31.02503776550293,0.0,0,none,6,1.5079174041748047,31.02503776550293,0,0.6544102430343628,1474.8321567333935,876.2175498904065
37,8,7,0.9574415683746338,21.196186065673828,32.56085968017578,0.0,0,none,6,1.5358203649520874,32.56085968017578,0,0.6724384427070618,1473.29724607809,876.2704046858863
38,8,7,0.9747315645217896,22.170888900756836,34.123905181884766,0.0,0,none,6,1.5630933046340942,34.123905181884766,0,0.6900200247764587,1471.7350640658055,876.3237703994819
39,8,7,0.9916528463363647,23.162582397460938,35.71368408203125,0.0,0,none,6,1.5897408723831177,35.71368408203125,0,0.7070193290710449,1470.1462346864942,876.3775970108827
40,8,7,1.008202314376831,24.170780181884766,37.32946014404297,0.0,0,none,6,1.6157832145690918,37.32946014404297,0,0.7232470512390137,1468.5313622508745,876.4318416564007
41,8,7,1.0243881940841675,25.195158004760742,38.97074890136719,0.0,0,none,6,1.6412283182144165,38.97074890136719,0,0.7384305000305176,1466.891043176061,876.486464374725
42,8,7,1.0402146577835083,26.235380172729492,40.636817932128906,0.25,1,none,7,1.6637710332870483,40.56645202636719,1,3.297447919845581,1458.2287337946495,873.7401296443303
43,8,7,1.0557222366333008,27.29109764099121,42.32717514038086,0.25,1,none,7,1.6883105039596558,42.25474548339844,1,3.319488763809204,1456.5418275118484,873.8089744904267
